kanji	on_readings	kun_readings	stroke_count	meanings	name_readings	heisig_en	jlpt	grade	notes	unicode
足	['ソク']	['あし', 'た.す', 'た.りる', 'た.る']	7	['be sufficient', 'counter for pairs of footwear', 'foot', 'leg']	['あ', 'あす', 'おす', 'たらし']	leg	4	1	[]	8DB3
究	['キュウ', 'ク']	['きわ.める']	7	['research', 'study']	['きゅ']	research	3	3	[]	7A76
楽	['ガク', 'ゴウ', 'ラク']	['この.む', 'たの.しい', 'たの.しむ']	13	['comfort', 'ease', 'music']	['さ', 'た', 'やす', 'ら']	music	3	2	[]	697D
起	['キ']	['お.きる', 'お.こす', 'お.こる', 'おこ.す', 'た.つ']	10	['get up', 'rouse', 'wake up']	[]	rouse	3	3	[]	8D77
着	['ジャク', 'チャク']	['き.せる', 'き.る', 'つ.く', 'つ.ける']	12	['arrive', 'counter for suits of clothing', 'don', 'wear']	[]	don	3	3	[]	7740
店	['テン']	['たな', 'みせ']	8	['shop', 'store']	[]	store	4	2	[]	5E97
病	['ビョウ', 'ヘイ']	['-や.み', 'や.む', 'やまい']	10	['ill', 'sick']	[]	ill	3	3	[]	75C5
質	['シチ', 'シツ', 'チ']	['ただ.す', 'たち', 'もと', 'わりふ']	15	['matter', 'quality', 'substance', 'temperament']	[]	substance	3	5	[]	8CEA
待	['タイ']	['-ま.ち', 'ま.つ']	9	['depend on', 'wait']	['まち', 'まつ']	wait	3	3	[]	5F85
試	['シ']	['こころ.みる', 'ため.す']	13	['attempt', 'experiment', 'ordeal', 'test', 'try']	[]	test	3	4	[]	8A66
族	['ゾク']	[]	11	['family', 'tribe']	['つぎ']	tribe	3	3	[]	65CF
銀	['ギン']	['しろがね']	14	['silver']	['うん', 'かな', 'かね']	silver	3	3	[]	9280
早	['サッ', 'ソウ']	['さ-', 'はや', 'はや-', 'はや.い', 'はや.まる', 'はや.める']	6	['early', 'fast']	['さか', 'さわ', 'そ', 'わ']	early	3	1	[]	65E9
映	['エイ']	['-ば.え', 'うつ.す', 'うつ.る', 'は.える']	9	['projection', 'reflect', 'reflection']	['あきら', 'え', 'てる']	reflect	3	6	[]	6620
親	['シン']	['おや', 'おや-', 'した.しい', 'した.しむ']	16	['dealer (cards)', 'familiarity', 'intimacy', 'parent', 'relative']	['ぎ', 'ちか', 'のり']	parent	3	2	[]	89AA
験	['ケン', 'ゲン']	['あかし', 'しるし', 'ため.す', 'ためし']	18	['effect', 'testing', 'verification']	[]	verification	3	4	[]	9A13
英	['エイ']	['はなぶさ']	8	['England', 'English', 'calyx', 'hero', 'outstanding']	['あ', 'あい', 'え', 'すぐる', 'はな', 'ひ', 'ひで', 'よし', 'ら']	England	3	4	[]	82F1
医	['イ']	['い.する', 'い.やす', 'くすし']	7	['doctor', 'medicine']	[]	doctor	3	3	[]	533B
仕	['シ', 'ジ']	['つか.える']	5	['attend', 'doing', 'official', 'serve']	[]	attend	3	3	[]	4ED5
去	['キョ', 'コ']	['-さ.る', 'さ.る']	5	['divorce', 'elapse', 'eliminate', 'gone', 'leave', 'past', 'quit']	['い']	gone	3	3	[]	53BB
味	['ミ']	['あじ', 'あじ.わう']	8	['flavor', 'taste']	[]	flavor	3	3	[]	5473
写	['シャ', 'ジャ']	['うつ-', 'うつ.し', 'うつ.す', 'うつ.る']	5	['be photographed', 'copy', 'describe']	[]	copy	3	3	[]	5199
字	['ジ']	['-な', 'あざ', 'あざな']	6	['character', 'letter', 'section of village', 'word']	[]	character	3	1	[]	5B57
答	['トウ']	['こた.え', 'こた.える']	12	['answer', 'solution']	['どう']	solution	3	2	[]	7B54
夜	['ヤ']	['よ', 'よる']	8	['evening', 'night']	[]	night	3	2	[]	591C
音	['-ノン', 'イン', 'オン']	['おと', 'ね']	9	['noise', 'sound']	['お', 'と']	sound	3	1	[]	97F3
注	['チュウ']	['さ.す', 'そそ.ぐ', 'つ.ぐ']	8	['annotate', 'comment', 'concentrate on', 'flow into', 'irrigate', 'notes', 'pour', 'shed (tears)']	[]	pour	3	3	[]	6CE8
帰	['キ']	['おく.る', 'かえ.す', 'かえ.る', 'とつ.ぐ']	10	['arrive at', 'homecoming', 'lead to', 'result in']	[]	homecoming	3	2	[]	5E30
古	['コ']	['-ふる.す', 'ふる-', 'ふる.い']	5	['old']	['ふゆ']	old	4	2	[]	53E4
歌	['カ']	['うた', 'うた.う']	14	['sing', 'song']	[]	song	3	2	[]	6B4C
買	['バイ']	['か.う']	12	['buy']	[]	buy	4	2	[]	8CB7
悪	['アク', 'オ']	['-にく.い', 'あ.し', 'ああ', 'いずくに', 'いずくんぞ', 'にく.い', 'にく.む', 'わる-', 'わる.い']	11	['bad', 'evil', 'false', 'rascal', 'vice', 'wrong']	[]	bad	3	3	[]	60AA
図	['ズ', 'ト']	['え', 'はか.る']	7	['audacious', 'drawing', 'extraordinary', 'map', 'plan']	['づ']	map	3	2	[]	56F3
週	['シュウ']	[]	11	['week']	[]	week	4	2	[]	9031
室	['シツ']	['むろ']	9	['apartment', 'cellar', 'chamber', 'greenhouse', 'room']	[]	room	3	2	[]	5BA4
歩	['フ', 'ブ', 'ホ']	['あゆ.む', 'ある.く']	8	['counter for steps', 'walk']	['あ', 'ゆき', 'ゆみ']	walk	3	2	[]	6B69
風	['フ', 'フウ']	['かざ-', 'かぜ']	9	['air', 'manner', 'style', 'wind']	['い', 'え']	wind	3	2	[]	98A8
紙	['シ']	['かみ']	10	['paper']	[]	paper	3	2	[]	7D19
黒	['コク']	['くろ', 'くろ.い', 'くろ.ずむ']	11	['black']	[]	black	3	2	[]	9ED2
花	['カ', 'ケ']	['はな']	7	['flower']	['わ']	flower	4	1	[]	82B1
春	['シュン']	['はる']	9	['spring (season)', 'springtime']	['あずま', 'かす', 'すの', 'ひ', 'わら']	springtime	3	2	[]	6625
赤	['シャク', 'セキ']	['あか', 'あか-', 'あか.い', 'あか.らむ', 'あか.らめる']	7	['red']	['あ', 'あこ', 'あま']	red	3	1	[]	8D64
青	['ショウ', 'セイ']	['あお', 'あお-', 'あお.い']	8	['blue', 'green']	['お']	blue	3	1	[]	9752
館	['カン']	['たて', 'やかた']	16	['building', 'large building', 'mansion', 'palace']	['たち']	Bldg.	3	3	[]	9928
屋	['オク']	['や']	9	['dealer', 'house', 'roof', 'seller', 'shop']	['た']	roof	3	3	[]	5C4B
色	['シキ', 'ショク']	['いろ']	6	['color']	['しか', 'しこ']	color	3	2	[]	8272
走	['ソウ']	['はし.る']	7	['run']	['はしり']	run	3	2	[]	8D70
秋	['シュウ']	['あき', 'とき']	9	['autumn']	['あい']	autumn	3	2	[]	79CB
夏	['カ', 'ガ', 'ゲ']	['なつ']	10	['summer']	[]	summer	3	2	[]	590F
習	['シュウ', 'ジュ']	['なら.い', 'なら.う']	11	['learn']	[]	learn	3	3	[]	7FD2
駅	['エキ']	[]	14	['station']	[]	station	4	3	[]	99C5
洋	['ヨウ']	[]	9	['Western style', 'foreign', 'ocean', 'sea']	['なだ', 'ひろ', 'ひろし', 'よ', 'よし']	ocean	3	3	[]	6D0B
旅	['リョ']	['たび']	10	['travel', 'trip']	[]	trip	3	3	[]	65C5
服	['フク']	[]	8	['admit', 'clothing', 'discharge', 'obey']	['はっ', 'はつ', 'はら']	clothing	3	3	[]	670D
夕	['セキ']	['ゆう']	3	['evening']	['ゆ']	evening	3	1	[]	5915
借	['シャク']	['か.りる']	10	['borrow', 'rent']	[]	borrow	3	4	[]	501F
曜	['ヨウ']	[]	18	['weekday']	['てる']	weekday	3	2	[]	66DC
飲	['イン', 'オン']	['-の.み', 'の.む']	12	['drink', 'smoke', 'take']	[]	drink	4	3	[]	98F2
肉	['ニク']	['しし']	6	['meat']	[]	meat	3	2	[]	8089
貸	['タイ']	['か.し-', 'か.す', 'かし-']	12	['lend']	[]	lend	3	5	[]	8CB8
堂	['ドウ']	[]	11	['hall', 'public chamber']	[]	public chamber/hall	3	4	[]	5802
鳥	['チョウ']	['とり']	11	['bird', 'chicken']	['か', 'と', 'とっ']	bird	3	2	[]	9CE5
飯	['ハン']	['めし']	12	['boiled rice', 'meal']	['い', 'いい', 'いり', 'え']	meal	3	4	[]	98EF
勉	['ベン']	['つと.める']	10	['diligent', 'encourage', 'endeavour', 'exertion', 'make effort', 'strive']	['ひこ', 'やつ']	exertion	3	3	[]	52C9
冬	['トウ']	['ふゆ']	5	['winter']	[]	winter	3	2	[]	51AC
昼	['チュウ']	['ひる']	9	['daytime', 'noon']	[]	daytime	3	2	[]	663C
茶	['サ', 'チャ']	[]	9	['tea']	['ちや']	tea	3	2	[]	8336
弟	['ダイ', 'テイ', 'デ']	['おとうと']	7	['faithful service to elders', 'younger brother']	['て']	younger brother	3	2	[]	5F1F
牛	['ギュウ']	['うし']	4	['cow']	['うじ', 'ご']	cow	3	2	[]	725B
魚	['ギョ']	['-ざかな', 'うお', 'さかな']	11	['fish']	['い']	fish	4	2	[]	9B5A
兄	['キョウ', 'ケイ']	['あに']	5	['big brother', 'elder brother']	['え', 'せ', 'よし']	elder brother	3	2	[]	5144
犬	['ケン']	['いぬ', 'いぬ-']	4	['dog']	[]	dog	3	1	[]	72AC
妹	['マイ']	['いもうと']	8	['younger sister']	['す', 'せ', 'も']	younger sister	3	2	[]	59B9
姉	['シ']	['あね', 'はは']	8	['elder sister']	[]	elder sister	3	2	[]	59C9
漢	['カン']	[]	13	['China', 'Sino-']	['はん']	Sino-	3	3	[]	6F22
政	['ショウ', 'セイ']	['まつりごと', 'まん']	9	['government', 'politics']	['ただ', 'まさ']	politics	2	5	[]	653F
議	['ギ']	[]	20	['consideration', 'consultation', 'debate', 'deliberation']	['かた', 'のり']	deliberation	2	4	[]	8B70
民	['ミン']	['たみ']	5	['nation', 'people', 'subjects']	['ひと', 'み']	people	3	4	[]	6C11
連	['レン']	['-づ.れ', 'つ.れる', 'つら.なる', 'つら.ねる']	10	['clique', 'connect', 'gang', 'join', 'lead', 'party', 'take along']	['ずれ', 'つれ', 'むらじ', 'れ']	take along	2	4	[]	9023
対	['タイ', 'ツイ']	['あいて', 'こた.える', 'そろ.い', 'つれあ.い', 'なら.ぶ', 'むか.う']	7	['anti-', 'compare', 'equal', 'even', 'opposite', 'versus', 'vis-a-vis']	['つし']	vis-a-vis	2	3	[]	5BFE
部	['ブ']	['-べ']	11	['bureau', 'class', 'copy', 'counter for copies of a newspaper or magazine', 'dept', 'part', 'portion', 'section']	['とり', 'ふ', 'ぺ', 'ま']	section	2	3	[]	90E8
合	['カッ', 'ガッ', 'ゴウ']	['-あ.い', '-あ.う', '-あ.わせる', '-あい', 'あ.い', 'あ.う', 'あ.わす', 'あ.わせる', 'あい-']	6	['0.1', 'fit', 'join', 'suit']	['あう', 'あん', 'い', 'か', 'こう', 'ごお', 'に', 'ね', 'や', 'わい']	fit	3	2	[]	5408
市	['シ']	['いち']	5	['city', 'market', 'town']	['い', 'ち']	market	3	2	[]	5E02
内	['ダイ', 'ナイ']	['うち']	4	['among', 'between', 'home', 'house', 'inside', 'within']	['いと', 'ただ', 'ち', 'のち']	inside	2	2	[]	5185
相	['ショウ', 'ソウ']	['あい-']	9	['aspect', 'councillor', 'each other', 'inter-', 'minister of state', 'mutual', 'phase', 'physiognomy', 'together']	['あ', 'い', 'おう', 'さ', 'さが', 'すけ']	inter-	2	3	[]	76F8
定	['ジョウ', 'テイ']	['さだ.か', 'さだ.まる', 'さだ.める']	8	['decide', 'determine', 'establish', 'fix']	['さた']	determine	2	3	[]	5B9A
回	['エ', 'カイ']	['-まわ.し', '-まわ.す', '-まわ.り', '-まわ.る', 'か.える', 'まわ.し-', 'まわ.す', 'まわ.る', 'もとお.る']	6	['-times', 'counter for occurrences', 'game', 'revolve', 'round']	[]	-times	3	2	[]	56DE
選	['セン']	['え.る', 'えら.ぶ', 'よ.る']	15	['choose', 'elect', 'prefer', 'select']	[]	elect	2	4	[]	9078
米	['ベイ', 'マイ', 'メエトル']	['こめ', 'よね']	6	['USA', 'metre', 'rice']	['は', 'べ', 'まべ', 'め', 'よ', 'よな', 'よの', 'よま']	rice	2	2	[]	7C73
実	['シツ', 'ジツ']	['まこと', 'み', 'みち.る', 'みの', 'みの.る']	8	['fruit', 'nut', 'reality', 'seed', 'truth']	['ぐみ', 'さね']	reality	2	3	[]	5B9F
関	['カン']	['-ぜき', 'かか.わる', 'からくり', 'かんぬき', 'せき']	14	['barrier', 'concerning', 'connection', 'gateway', 'involve']	[]	connection	2	4	[]	95A2
決	['ケツ']	['-ぎ.め', 'き.まる', 'き.める', 'さ.く']	7	['agree upon', 'appoint', 'decide', 'fix']	[]	decide	2	3	[]	6C7A
全	['ゼン']	['すべ.て', 'まった.く']	6	['all', 'complete', 'entire', 'fulfill', 'whole']	['たけ', 'まさ']	whole	2	3	[]	5168
表	['ヒョウ']	['-おもて', 'あら.わす', 'あらわ.す', 'あらわ.れる', 'おもて']	8	['chart', 'diagram', 'surface', 'table']	[]	surface	2	3	[]	8868
戦	['セン']	['いくさ', 'おのの.く', 'そよ.ぐ', 'たたか.う', 'わなな.く']	13	['battle', 'match', 'war']	['せ']	war	2	4	[]	6226
経	['キョウ', 'キン', 'ケイ']	['た.つ', 'たていと', 'のり', 'はか.る', 'へ.る']	11	['expire', 'longitude', 'pass thru', 'sutra', 'warp']	['つね', 'のぶ']	sutra	2	5	[]	7D4C
最	['サイ', 'シュ']	['つま', 'もっと.も']	12	['extreme', 'most', 'utmost']	['も']	utmost	2	4	[]	6700
現	['ゲン']	['あらわ.す', 'あらわ.れる', 'うつ.つ', 'うつつ']	11	['actual', 'existing', 'present']	['あきら', 'きら']	present	2	5	[]	73FE
調	['チョウ']	['しら.べ', 'しら.べる', 'ととの.う', 'ととの.える']	15	['exorcise', 'harmonize', 'investigate', 'key (music)', 'mediate', 'meter', 'prepare', 'tone', 'tune', 'writing style']	['ぎ', 'つぎ']	tune	2	3	[]	8ABF
化	['カ', 'ケ']	['け.する', 'ば.かす', 'ば.ける', 'ふ.ける']	4	['-ization', 'change', 'delude', 'enchant', 'influence', 'take the form of']	[]	change	2	3	[]	5316
当	['トウ']	['あ.たり', 'あ.たる', 'あ.て', 'あ.てる', 'まさ.に', 'まさ.にべし']	6	['appropriate', 'himself', 'hit', 'right']	['たい']	hit	2	2	[]	5F53
約	['ヤク']	['つづ.まる', 'つづ.める', 'つづま.やか']	9	['approximately', 'promise', 'shrink']	[]	promise	2	4	[]	7D04
首	['シュ']	['くび']	9	['counter for songs and poems', 'neck']	['おびと', 'こべ', 'す']	neck	3	2	[]	9996
法	['ハッ', 'フラン', 'ホウ', 'ホッ']	['のり']	8	['law', 'method', 'model', 'principle', 'rule', 'system']	['ほ']	method	2	4	[]	6CD5
性	['ショウ', 'セイ']	['さが']	8	['gender', 'nature', 'sex']	[]	sex	2	5	[]	6027
要	['ヨウ']	['い.る', 'かなめ']	9	['essence', 'key to', 'main point', 'need', 'pivot']	['とし']	need	2	4	[]	8981
制	['セイ']	[]	8	['law', 'rule', 'system']	[]	system	2	5	[]	5236
治	['ジ', 'チ']	['おさ.まる', 'おさ.める', 'なお.す', 'なお.る']	8	['be at peace', 'calm down', 'conserve', 'cure', 'govt', 'heal', 'quell', 'reign', 'rule', 'subdue']	['し', 'ぢ', 'はり', 'はる', 'みち']	reign	2	4	[]	6CBB
務	['ム']	['つと.める']	11	['duties', 'task']	['つかさ', 'み']	task	2	5	[]	52D9
成	['ジョウ', 'セイ']	['-な.す', 'な.す', 'な.る']	6	['become', 'elapse', 'get', 'grow', 'reach', 'turn into']	['あき', 'あきら', 'しげ', 'そん', 'たえ', 'なお', 'なり', 'なる', 'のり', 'ひら', 'まさ', 'よし', 'り']	turn into	2	4	[]	6210
期	['キ', 'ゴ']	[]	12	['date', 'period', 'term', 'time']	[]	period	2	3	[]	671F
取	['シュ']	['-ど.り', 'と.り', 'と.り-', 'と.る', 'とり']	8	['fetch', 'take', 'take up']	['どる']	take	2	3	[]	53D6
都	['ツ', 'ト']	['みやこ']	11	['all', 'capital', 'everything', 'metropolis']	['くに', 'ず', 'ち', 'づめ', 'みや']	metropolis	3	3	[]	90FD
和	['オ', 'カ', 'ワ']	['あ.える', 'なご.む', 'なご.やか', 'やわ.らぐ', 'やわ.らげる']	8	['Japan', 'Japanese style', 'harmony', 'peace', 'soften']	['あい', 'いず', 'かず', 'かつ', 'かつり', 'かづ', 'たけ', 'ち', 'とも', 'な', 'にぎ', 'まさ', 'やす', 'よし', 'より', 'わだこ', 'わっ']	harmony	2	3	[]	548C
機	['キ']	['はた']	16	['airplane', 'efficacy', 'loom', 'machine', 'mechanism', 'occasion', 'opportunity', 'potency']	[]	mechanism	2	4	[]	6A5F
平	['ヒョウ', 'ビョウ', 'ヘイ']	['たい.ら', 'たい.らげる', 'ひら']	5	['even', 'flat', 'peace']	['たいら', 'たら', 'はち', 'ひ', 'ひとし', 'へ', 'へん']	even	2	3	[]	5E73
加	['カ']	['くわ.える', 'くわ.わる']	5	['Canada', 'add', 'addition', 'include', 'increase', 'join']	[]	add	2	4	[]	52A0
受	['ジュ']	['-う.け', 'う.かる', 'う.ける']	8	['accept', 'answer (phone)', 'catch', 'get', 'receive', 'take', 'undergo']	['じょ']	accept	2	3	[]	53D7
続	['キョウ', 'コウ', 'ショク', 'ゾク']	['つぐ.ない', 'つづ.く', 'つづ.ける']	13	['continue', 'sequel', 'series']	['つぐ']	continue	2	4	[]	7D9A
進	['シン']	['すす.む', 'すす.める']	11	['advance', 'proceed', 'progress', 'promote']	['のぶ']	advance	3	3	[]	9032
数	['サク', 'シュ', 'ス', 'スウ', 'ソク']	['かず', 'かぞ.える', 'しばしば', 'せ.める', 'わずらわ.しい']	13	['fate', 'figures', 'law', 'number', 'strength']	['じゅ']	number	2	2	[]	6570
記	['キ']	['しる.す']	10	['account', 'narrative', 'scribe']	['のり']	scribe	2	2	[]	8A18
初	['ショ']	['-そ.める', '-ぞ.め', 'うい-', 'はじ.め', 'はじ.めて', 'はつ', 'はつ-']	7	['beginning', 'first time']	['し', 'はっ']	first time	2	4	[]	521D
指	['シ']	['-さ.し', 'さ.す', 'ゆび']	9	['finger', 'indicate', 'measure (ruler)', 'play (chess)', 'point to', 'put into']	['い', 'いぶ', 'さし', 'さす']	finger	2	3	[]	6307
権	['ケン', 'ゴン']	['おもり', 'かり', 'はか.る']	15	['authority', 'power', 'rights']	[]	authority	2	6	[]	6A29
支	['シ']	['か.う', 'ささ.える', 'つか.える']	4	['branch', 'branch radical (no. 65)', 'support', 'sustain']	[]	branch	2	5	[]	652F
産	['サン']	['う.まれる', 'う.む', 'うぶ-', 'む.す']	11	['bear', 'childbirth', 'give birth', 'native', 'products', 'property', 'yield']	['もと']	products	3	4	[]	7523
点	['テン']	['さ.す', 'た.てる', 'つ.く', 'つ.ける', 'とぼ.す', 'とも.す', 'ぼち']	9	['decimal point', 'mark', 'point', 'speck', 'spot']	[]	spot	2	2	[]	70B9
報	['ホウ']	['むく.いる']	12	['news', 'report', 'retribution', 'reward']	[]	report	2	5	[]	5831
済	['サイ', 'セイ']	['-す.ます', '-ず.み', '-ずみ', 'す.ます', 'す.まない', 'す.む', 'すく.う', 'な.す', 'わた.る', 'わたし']	11	['come to an end', 'excusable', 'finish', 'need not', 'relieve (burden)', 'settle (debt, etc.)']	['すむ', 'なり', 'わたる']	finish	2	6	[]	6E08
活	['カツ']	['い.かす', 'い.きる', 'い.ける']	9	['being helped', 'lively', 'living', 'resuscitation']	[]	lively	2	2	[]	6D3B
原	['ゲン']	['はら']	10	['field', 'meadow', 'original', 'plain', 'prairie', 'primitive', 'tundra', 'wilderness']	['た', 'ばる', 'ら', 'わた', 'わら']	meadow	2	2	[]	539F
共	['キョウ']	['-ども', 'とも', 'とも.に']	6	['alike', 'all', 'and', 'both', 'neither', 'together', 'with']	[]	together	2	4	[]	5171
得	['トク']	['う.る', 'え.る']	11	['able to', 'acquire', 'advantage', 'benefit', 'can', 'earn', 'find', 'gain', 'get', 'may', 'profit']	['あつ', 'てろ']	gain	2	4	[]	5F97
解	['カイ', 'ゲ']	['さと.る', 'と.かす', 'と.く', 'と.ける', 'ほど.く', 'ほど.ける', 'わか.る']	13	['absolve', 'answer', 'cancel', 'explain', 'explanation', 'key', 'minute', 'notes', 'solve', 'understanding', 'undo', 'unravel', 'untie']	['さとる', 'とけ']	unravel	2	5	[]	89E3
交	['コウ']	['-か.う', 'か.わす', 'かわ.す', 'こもごも', 'ま.ざる', 'ま.じる', 'ま.ぜる', 'まじ.える', 'まじ.る', 'まじ.わる']	6	['association', 'coming & going', 'mingle', 'mixing']	['かた']	mingle	2	2	[]	4EA4
資	['シ']	[]	13	['assets', 'be conducive to', 'capital', 'contribute to', 'data', 'funds', 'resources']	['すけ', 'もと']	assets	2	5	[]	8CC7
予	['シャ', 'ヨ']	['あらかじ.め']	4	['I', 'beforehand', 'myself', 'previous']	[]	beforehand	2	3	[]	4E88
向	['コウ']	['-む.き', '-む.け', 'む.い', 'む.かい', 'む.かう', 'む.く', 'む.ける', 'む.こう', 'む.こう-', 'むか.い', 'むこ']	6	['approach', 'beyond', 'confront', 'defy', 'facing', 'tend toward', 'yonder']	['こお', 'た', 'な', 'むか', 'むかい', 'むこう']	yonder	2	3	[]	5411
際	['サイ']	['-ぎわ', 'きわ']	14	['adventurous', 'dangerous', 'edge', 'indecent', 'occasion', 'side', 'time', 'verge', 'when']	['わ']	occasion	2	5	[]	969B
勝	['ショウ']	['-が.ち', 'か.つ', 'かつ', 'すぐ.れる', 'まさ.る']	12	['excel', 'prevail', 'victory', 'win']	['かち', 'と', 'よし']	victory	2	3	[]	52DD
面	['ベン', 'メン']	['おも', 'おもて', 'つら']	9	['face', 'features', 'mask', 'surface']	['お', 'ずら', 'ほおつき', 'も']	mask	2	3	[]	9762
告	['コク']	['つ.げる']	7	['announce', 'inform', 'revelation', 'tell']	['い']	revelation	2	4	[]	544A
反	['タン', 'ハン', 'ホ', 'ホン']	['-かえ.る', 'かえ.す', 'かえ.る', 'そ.らす', 'そ.る']	4	['anti-']	['そり', 'た']	anti-	2	3	[]	53CD
判	['ハン', 'バン']	['わか.る']	7	['judgement', 'judgment', 'seal', 'signature', 'stamp']	[]	judgment	2	5	[]	5224
認	['ニン']	['したた.める', 'みと.める']	14	['acknowledge', 'appreciate', 'believe', 'discern', 'recognize', 'witness']	[]	acknowledge	2	6	[]	8A8D
参	['サン', 'シン']	['まい-', 'まい.る', 'まじわる', 'みつ']	8	['be defeated', 'be madly in love', 'coming', 'die', 'going', 'nonplussed', 'participate', 'take part in', 'three (in documents)', 'visit', 'visiting']	['み']	nonplussed/visit	2	4	[]	53C2
